"ID","Group","Group Type","Discovery","Exit Date","Country","Source","TTPS","TTPS.1","TTPS.2","TTPS.3","TTPS.4","TTPS.5","TTPS.6","TTPS.7","TTPS.8","TTPS.9","TTPS.10","TTPS.11","TTPS.12","TTPS.13","TTPS.14","TTPS.15","TTPS.16","TTPS.17","TTPS.18","TTPS.19","TTPS.20","TTPS.21","TTPS.22","TTPS.23","TTPS.24","TTPS.25","TTPS.26","TTPS.27","TTPS.28","TTPS.29","TTPS.30","TTPS.31","TTPS.32","TTPS.33","TTPS.34","TTPS.35","TTPS.36","TTPS.37","TTPS.38","TTPS.39","TTPS.40","TTPS.41","TTPS.42","TTPS.43","TTPS.44","TTPS.45","TTPS.46","TTPS.47","TTPS.48","TTPS.49","TTPS.50","TTPS.51","TTPS.52","TTPS.53","TTPS.54","TTPS.55","TTPS.56","TTPS.57","TTPS.58","TTPS.59","TTPS.60","TTPS.61","TTPS.62","TTPS.63","TTPS.64","TTPS.65","TTPS.66","TTPS.67","TTPS.68","TTPS.69","TTPS.70","TTPS.71","TTPS.72","TTPS.73","TTPS.74","TTPS.75","TTPS.76","TTPS.77","TTPS.78","TTPS.79","TTPS.80","TTPS.81","TTPS.82","TTPS.83","TTPS.84","TTPS.85","TTPS.86","TTPS.87","TTPS.88"
NA,"CopyKittens","2018",2022,NA,NA,NA,"T1560.003","T1560.001","T1553.002","T1059.001","T1218.011","T1564.003","T1090","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CURIUM","2023",2024,NA,NA,NA,"T1005","T1583.001","T1189","T1608.004","T1585.002","T1048.002","T1041","T1204.002","T1059.001","T1583.004","T1585.001","T1566.001","T1598.003","T1566.003","T1082","T1124","T1583.003","T1584.006","T1505.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Daggerfly","2024",2024,NA,NA,NA,"T1553.002","T1587.002","T1195.002","T1574.002","T1189","T1105","T1136.001","T1204.001","T1059.001","T1012","T1036.003","T1218.011","T1053.005","T1003.002","T1584.004","T1082","T1071.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Dark Caracal","2018",2024,NA,NA,NA,"T1218.001","T1005","T1189","T1027.013","T1083","T1204.002","T1547.001","T1113","T1027.002","T1566.003","T1071.001","T1059.003","T1437.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Darkhotel","2017",2024,NA,NA,NA,"T1553.002","T1056.001","T1547.001","T1091","T1080","T1140","T1189","T1027.013","T1203","T1083","T1105","T1204.002","T1036.005","T1057","T1518.001","T1566.001","T1573.001","T1497.001","T1082","T1016","T1124","T1497.002","T1497","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DarkHydrus","2018",2021,NA,NA,NA,"T1187","T1204.002","T1059.001","T1566.001","T1221","T1564.003","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DarkVishnya","2020",2021,NA,NA,NA,"T1110","T1200","T1046","T1135","T1040","T1571","T1059.001","T1219","T1588.002","T1543.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Deep Panda","2017",2022,NA,NA,NA,"T1546.008","T1027.005","T1059.001","T1057","T1218.010","T1021.002","T1505.003","T1047","T1018","T1564.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Dragonfly","2018",2024,NA,NA,NA,"T0817","T0862","T1098.007","T1560","T1110","T1591.002","T1070.001","T1059","T1195.002","T1005","T1562.004","T1087.002","T1069.002","T1583.001","T1189","T1608.004","T1190","T1203","T1210","T1133","T1070.004","T1071.002","T1083","T1187","T1564.002","T1105","T1003.004","T1136.001","T1074.001","T1204.002","T1036.010","T1112","T1003.003","T1135","T1110.002","T1059.001","T1059.006","T1012","T1547.001","T1021.001","T1114.002","T1018","T1053.005","T1113","T1003.002","T1584.004","T1566.001","T1598.002","T1598.003","T1016","T1033","T1221","T1588.002","T1078","T1583.003","T1595.002","T1505.003","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Earth Lusca","2022",2022,NA,NA,NA,"T1560.001","T1548.002","T1003.006","T1574.002","T1140","T1482","T1583.001","T1189","T1567.002","T1190","T1210","T1059.007","T1003.001","T1204.002","T1204.001","T1588.001","T1036.005","T1112","T1218.005","T1027","T1059.001","T1547.012","T1057","T1090","T1059.006","T1018","T1098.004","T1053","T1583.004","T1584.004","T1566.002","T1027.003","T1016","T1049","T1033","T1007","T1588.002","T1608.001","T1059.005","T1595.002","T1583.006","T1584.006","T1047","T1543.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Elderwood","2018",2024,NA,NA,NA,"T1189","T1027.013","T1203","T1105","T1204.002","T1027.002","T1566.001","T1566.002","T1204.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Ember Bear","2024",2024,NA,NA,NA,"T1583","T1560","T1119","T1110","T1552.001","T1071.004","T1005","T1078.001","T1562.001","T1561.002","T1114","T1585","T1567.002","T1190","T1203","T1210","T1588.005","T1491.002","T1133","T1070.004","T1003.004","T1003.001","T1570","T1654","T1588.001","T1036","T1036.005","T1112","T1090.003","T1046","T1095","T1571","T1003","T1550.002","T1110.003","T1059.001","T1572","T1021","T1018","T1595.001","T1053.005","T1003.002","T1195","T1125","T1583.003","T1595.002","T1505.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Equation","2017",2020,NA,NA,NA,"T1120","T1542.002","T1480.001","T1564.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Evilnum","2021",2021,NA,NA,NA,"T1548.002","T1555","T1574.001","T1070.004","T1105","T1059.007","T1204.001","T1219","T1566.002","T1539","T1497.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXOTIC LILY","2022",2022,NA,NA,NA,"T1583.001","T1585.002","T1589.002","T1203","T1204.002","T1204.001","T1597","T1594","T1593.001","T1585.001","T1566.001","T1566.002","T1566.003","T1608.001","T1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Ferocious Kitten","2021",2021,NA,NA,NA,"T1583.001","T1204.002","T1036.005","T1036.002","T1566.001","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FIN10","2017",2021,NA,NA,NA,"T1070.004","T1570","T1059.001","T1547.001","T1021.001","T1053.005","T1033","T1078","T1059.003","T1078.003","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FIN13","2023",2024,NA,NA,NA,"T1087","T1098.007","T1560.001","T1552.001","T1574.002","T1565","T1005","T1078.001","T1140","T1087.002","T1190","T1133","T1083","T1657","T1589","T1564.001","T1105","T1090.001","T1016.001","T1056.001","T1003.001","T1136.001","T1074.001","T1134.003","T1587.001","T1036.004","T1036","T1036.005","T1556","T1003.003","T1046","T1135","T1590.004","T1550.002","T1069","T1059.001","T1572","T1547.001","T1021.001","T1021.002","T1021.004","T1053.005","T1003.002","T1082","T1016","T1049","T1588.002","T1059.005","T1071.001","T1505.003","T1059.003","T1047","T1021.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FIN4","2019",2024,NA,NA,NA,"T1564.008","T1056.002","T1056.001","T1204.002","T1204.001","T1090.003","T1114.002","T1566.001","T1566.002","T1078","T1059.005","T1071.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FIN5","2018",2021,NA,NA,NA,"T1119","T1110","T1070.001","T1059","T1090.002","T1133","T1070.004","T1074.001","T1018","T1078","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FIN6","2017",2023,NA,NA,NA,"T1560","T1560.003","T1573.002","T1119","T1059","T1087.002","T1068","T1003.001","T1046","T1059.001","T1572","T1547.001","T1021.001","T1018","T1053.005","T1078","T1134","T1553.002","T1027.010","T1555","T1555.003","T1213","T1005","T1562.001","T1048.003","T1070.004","T1059.007","T1204.002","T1036.004","T1003.003","T1095","T1110.002","T1074.002","T1569.002","T1566.001","T1566.003","T1588.002","T1102","T1059.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FIN7","2017",2023,NA,NA,NA,"T1102.002","T1553.002","T1059","T1071.004","T1204.002","T1113","T1566.001","T1125","T1543.003","T1027.010","T1559.002","T1218.005","T1546.011","T1105","T1036.004","T1059.001","T1547.001","T1053.005","T1027.001","T1195.002","T1486","T1005","T1069.002","T1583.001","T1608.004","T1567.002","T1190","T1210","T1008","T1059.007","T1558.003","T1078.003","T1204.001","T1587.001","T1036.005","T1571","T1219","T1021.001","T1091","T1218.011","T1021.004","T1566.002","T1033","T1588.002","T1608.001","T1497.002","T1021.005","T1078","T1059.005","T1583.006","T1059.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FIN8","2018",2023,NA,NA,NA,"T1560.001","T1573.002","T1070.001","T1027.010","T1048.003","T1068","T1070.004","T1105","T1003.001","T1204.002","T1112","T1059.001","T1074.002","T1021.001","T1018","T1021.002","T1053.005","T1518.001","T1566.001","T1566.002","T1078","T1059.003","T1047","T1055.004","T1588.003","T1486","T1482","T1016.001","T1204.001","T1082","T1033","T1134.001","T1588.002","T1071.001","T1102","T1546.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fox Kitten","2020",2024,NA,NA,NA,"T1546.008","T1560.001","T1217","T1110","T1027.010","T1059","T1552.001","T1530","T1005","T1039","T1087.002","T1027.013","T1585","T1190","T1210","T1083","T1105","T1003.001","T1087.001","T1136.001","T1036.004","T1036.005","T1213.005","T1003.003","T1046","T1555.005","T1059.001","T1572","T1090","T1012","T1021.001","T1018","T1021.002","T1021.004","T1053.005","T1585.001","T1021.005","T1078","T1102","T1505.003","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"GALLIUM","2019",2021,NA,NA,NA,"T1560.001","T1553.002","T1574.002","T1005","T1136.002","T1041","T1190","T1090.002","T1133","T1027.005","T1105","T1003.001","T1570","T1074.001","T1027","T1550.002","T1059.001","T1018","T1036.003","T1053.005","T1003.002","T1583.004","T1027.002","T1016","T1049","T1033","T1588.002","T1078","T1505.003","T1059.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Gallmaker","2019",2020,NA,NA,NA,"T1560.001","T1559.002","T1204.002","T1027","T1059.001","T1566.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Gamaredon Group","2017",2024,NA,NA,NA,"T1025","T1041","T1105","T1120","T1082","T1033","T1071.001","T1059.003","T1119","T1020","T1027.001","T1027.010","T1027.004","T1559.001","T1001","T1005","T1039","T1140","T1562.001","T1561.001","T1583.001","T1568","T1480","T1568.001","T1070.004","T1083","T1564.003","T1491.001","T1534","T1016.001","T1204.002","T1204.001","T1036.005","T1112","T1218.005","T1106","T1027","T1137","T1102.003","T1059.001","T1057","T1547.001","T1218.011","T1053.005","T1113","T1566.001","T1080","T1221","T1588.002","T1608.001","T1021.005","T1583.003","T1059.005","T1102","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"GCMAN","2017",2020,NA,NA,NA,"T1021.004","T1021.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"GOLD SOUTHFIELD","2020",2023,NA,NA,NA,"T1027.010","T1195.002","T1190","T1133","T1566","T1059.001","T1219","T1113","T1199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Gorgon Group","2018",2021,NA,NA,NA,"T1140","T1562.001","T1105","T1204.002","T1112","T1106","T1055.002","T1059.001","T1055.012","T1547.001","T1547.009","T1566.001","T1059.005","T1059.003","T1564.003","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Group5","2017",2024,NA,NA,NA,"T1027.013","T1070.004","T1056.001","T1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HAFNIUM","2021",2024,NA,NA,NA,"T1098","T1560.001","T1592.004","T1005","T1136.002","T1589.002","T1567.002","T1190","T1083","T1590","T1564.001","T1590.005","T1105","T1016.001","T1003.001","T1078.003","T1003.003","T1095","T1059.001","T1057","T1114.002","T1018","T1218.011","T1132.001","T1016","T1033","T1583.003","T1071.001","T1583.006","T1505.003","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HEXANE","2022",2024,NA,NA,NA,"T1010","T1102.002","T1110","T1027.010","T1555","T1555.003","T1583.002","T1583.001","T1586.002","T1585.002","T1589.002","T1567.002","T1589","T1591.004","T1105","T1534","T1016.001","T1056.001","T1069.001","T1204.002","T1110.003","T1059.001","T1057","T1021.001","T1018","T1053.005","T1585.001","T1518","T1082","T1016","T1049","T1033","T1588.002","T1608.001","T1059.005","T1546.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Higaisa","2021",2024,NA,NA,NA,"T1027.001","T1574.002","T1140","T1027.013","T1041","T1203","T1564.003","T1090.001","T1059.007","T1204.002","T1036.004","T1106","T1057","T1001.003","T1547.001","T1053.005","T1029","T1566.001","T1573.001","T1082","T1016","T1124","T1059.005","T1071.001","T1059.003","T1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"INC Ransom","2024",2024,NA,NA,NA,"T1071","T1560.001","T1486","T1074","T1562.001","T1087.002","T1069.002","T1190","T1070.004","T1657","T1105","T1570","T1036.005","T1046","T1135","T1566","T1219","T1021.001","T1569.002","T1049","T1588.002","T1537","T1078","T1059.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Inception","2020",2024,NA,NA,NA,"T1555.003","T1005","T1069.002","T1027.013","T1203","T1083","T1204.002","T1218.005","T1090.003","T1059.001","T1057","T1547.001","T1218.010","T1518","T1566.001","T1573.001","T1082","T1221","T1588.002","T1059.005","T1071.001","T1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"IndigoZebra","2021",2021,NA,NA,NA,"T1583.001","T1586.002","T1105","T1204.002","T1566.001","T1588.002","T1583.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Indrik Spider","2021",2024,NA,NA,NA,"T1583","T1070.001","T1136","T1552.001","T1486","T1562.001","T1078.002","T1585.002","T1567.002","T1590","T1484.001","T1105","T1059.007","T1558.003","T1003.001","T1136.001","T1074.001","T1204.002","T1587.001","T1036.005","T1112","T1555.005","T1059.001","T1012","T1021.001","T1018","T1021.004","T1584.004","T1489","T1007","T1078","T1059.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
